Level	Date and Time	Source	Event ID	Task Category
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:04	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	26-11-2025 09:50:03	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name centralus-2.in.applicationinsights.azure.com timed out after none of the configured DNS servers responded. Client PID 1348.
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:50:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	26-11-2025 09:50:01	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name prod-rel-ffc-ccm.oobesaas.adobe.com timed out after none of the configured DNS servers responded. Client PID 2328.
Warning	26-11-2025 09:49:58	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name assets.msn.com timed out after none of the configured DNS servers responded. Client PID 4576.
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	26-11-2025 09:49:54	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name assets.adobedtm.com timed out after none of the configured DNS servers responded. Client PID 23716.
Warning	26-11-2025 09:49:51	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name self.events.data.microsoft.com timed out after none of the configured DNS servers responded. Client PID 2788.
Warning	26-11-2025 09:49:48	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name activity.windows.com timed out after none of the configured DNS servers responded. Client PID 9300.
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	26-11-2025 09:49:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
